"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
10,"Patrick",8,5,"white",6,49,"male",1
11,"Robert",10,2,"black",5,50,"male",0
11,"Henry",10,2,"black",2,43,"male",0
8,"Herbert",10,4,"purple",6,53,"male",1
14,"Donald",10,2,"black",2,40,"male",0
10,"Carl",10,2,"red",5,53,"male",0
11,"Pat",10,2,"red",1,41,"female",0
8,"Maria",9,3,"red",4,48,"female",1
11,"Estella",10,2,"black",3,49,"female",0
11,"Johnathon",8,4,"purple",3,51,"male",1
7,"Sandra",9,3,"grey",6,49,"female",1
13,"Hector",10,2,"red",1,41,"male",0
13,"Nakia",10,2,"brown",6,43,"female",0
11,"Jamie",10,2,"black",2,48,"male",0
13,"Andrew",10,2,"black",2,44,"male",0
11,"Bernard",11,2,"black",4,54,"male",0
12,"Eddie",11,2,"black",7,47,"male",0
11,"Marjorie",10,2,"black",3,54,"female",0
10,"Timothy",10,5,"purple",7,47,"male",1
10,"Donald",10,2,"brown",0,47,"male",0
11,"Charlotte",10,2,"red",3,40,"female",0
10,"Mary",11,2,"red",6,46,"female",0
13,"Kari",11,2,"red",1,46,"female",0
7,"Lara",10,4,"blue",3,47,"female",1
14,"Linda",11,2,"black",0,50,"female",0
14,"Tanya",10,2,"red",4,51,"female",0
14,"John",10,2,"black",7,50,"male",0
11,"Rosemary",11,2,"red",4,51,"female",0
12,"Regina",10,2,"red",5,51,"female",0
9,"Corey",10,5,"red",6,41,"male",1
10,"Charles",11,2,"brown",7,40,"male",0
8,"Margaret",10,4,"green",5,51,"female",1
7,"Brian",11,3,"white",4,40,"male",1
10,"Kay",10,2,"brown",2,40,"female",0
10,"Margaret",11,2,"brown",4,52,"female",0
10,"Beulah",10,4,"green",1,48,"female",1
7,"Jill",8,4,"red",0,49,"female",1
11,"Ana",10,2,"red",5,44,"female",0
11,"Susan",11,5,"white",3,40,"female",1
13,"Eric",10,2,"black",5,40,"male",0
14,"Patricia",10,2,"red",3,49,"female",0
10,"Christian",8,4,"brown",0,49,"male",1
7,"Sarah",11,3,"grey",5,47,"female",1
11,"Spencer",11,3,"blue",0,43,"male",1
12,"Blanche",11,2,"red",6,53,"female",0
7,"Nina",11,5,"blue",0,44,"female",1
8,"Martha",10,5,"grey",0,53,"female",1
14,"Donald",10,2,"brown",5,50,"male",0
8,"Josephine",9,5,"brown",0,41,"female",1
9,"Demetrius",9,5,"green",5,50,"male",1
8,"Iva",8,4,"grey",4,52,"female",1
11,"Yolanda",10,2,"red",3,40,"female",0
11,"Alyse",10,2,"black",6,45,"female",0
8,"Cynthia",9,3,"red",6,51,"female",1
10,"Herbert",10,2,"brown",2,49,"male",0
9,"Martha",11,4,"grey",0,47,"female",1
11,"Jacob",11,2,"brown",1,54,"male",0
8,"Tracy",8,5,"brown",6,50,"female",1
11,"Albert",11,2,"brown",5,49,"male",0
10,"Ricky",9,5,"white",7,41,"male",1
9,"Dixie",8,4,"blue",4,49,"female",1
9,"Erika",8,5,"grey",0,48,"female",1
14,"Susie",11,2,"brown",2,50,"female",0
11,"David",9,3,"green",3,41,"male",1
11,"Gary",11,2,"brown",1,48,"male",0
11,"Donna",11,2,"red",2,53,"female",0
10,"Michael",10,2,"black",6,42,"male",0
11,"Gary",10,2,"black",3,49,"male",0
12,"Arthur",10,2,"brown",1,40,"male",0
8,"Effie",11,3,"white",2,47,"female",1
10,"Douglas",10,2,"red",0,53,"male",0
10,"Mark",11,2,"black",6,50,"male",0
11,"Dana",9,4,"grey",7,51,"female",1
10,"Claudia",10,2,"black",5,48,"female",0
10,"Martha",9,5,"brown",0,43,"female",1
7,"Caleb",9,5,"brown",3,46,"male",1
8,"Lester",10,5,"red",6,45,"male",1
9,"Juan",8,3,"brown",5,41,"male",1
12,"Robert",10,2,"red",7,49,"male",0
9,"Sandra",8,4,"red",1,53,"female",1
13,"Larry",11,2,"black",0,47,"male",0
11,"Charles",9,5,"purple",5,45,"male",1
8,"Tanisha",9,4,"brown",3,47,"female",1
13,"Mary",11,2,"red",3,40,"female",0
12,"Edward",10,2,"brown",5,44,"male",0
7,"Linda",9,3,"grey",4,40,"female",1
13,"Timothy",11,2,"brown",1,52,"male",0
13,"Horace",10,2,"brown",0,50,"male",0
13,"Holly",10,2,"black",7,49,"female",0
14,"Daniel",10,2,"brown",2,45,"male",0
8,"Gary",10,4,"purple",0,45,"male",1
11,"Anthony",10,2,"red",2,47,"male",0
10,"Stuart",10,2,"red",3,42,"male",0
11,"Maurice",9,5,"white",6,40,"male",1
10,"Tina",11,2,"red",1,52,"female",0
11,"Alvin",10,2,"red",4,54,"male",0
8,"Carrie",9,4,"purple",6,50,"female",1
8,"Ladonna",9,3,"red",5,44,"female",1
12,"Jeffrey",10,2,"brown",1,47,"male",0
9,"Karen",10,5,"purple",4,49,"female",1
11,"Gary",10,2,"brown",4,40,"male",0
13,"Tammie",10,2,"red",1,43,"female",0
9,"Owen",8,3,"red",7,40,"male",1
9,"Joseph",9,5,"white",6,54,"male",1
12,"Willie",10,2,"brown",5,48,"female",0
13,"Sharon",10,2,"brown",0,51,"female",0
10,"Stephen",11,5,"red",7,48,"male",1
13,"Adelaide",10,2,"brown",6,51,"female",0
9,"Pedro",11,3,"brown",5,41,"male",1
11,"Sandra",10,2,"brown",6,52,"female",0
7,"Jonathan",11,3,"grey",4,53,"male",1
7,"Ashley",10,5,"red",6,52,"female",1
13,"Mary",11,2,"black",3,41,"female",0
11,"Jenny",11,4,"red",5,42,"female",1
8,"Suzanne",8,4,"blue",2,54,"female",1
9,"Katharyn",10,3,"blue",0,54,"female",1
8,"Willie",8,3,"blue",4,52,"male",1
13,"Joseph",10,2,"red",2,47,"male",0
13,"Ryan",10,2,"red",5,52,"male",0
8,"Keri",11,5,"white",0,44,"female",1
11,"Dennis",9,5,"red",7,41,"male",1
13,"Michelle",10,2,"brown",7,54,"female",0
9,"Angela",9,3,"green",3,44,"female",1
8,"Gilbert",11,4,"blue",7,46,"male",1
14,"Christian",10,2,"black",2,49,"male",0
12,"Kenneth",11,2,"red",0,41,"male",0
8,"Elvira",10,5,"grey",6,51,"female",1
8,"William",8,4,"green",0,48,"male",1
11,"Walter",10,5,"white",3,46,"male",1
13,"Doyle",11,2,"black",7,42,"male",0
8,"Catrina",10,5,"green",7,42,"female",1
11,"Michael",11,2,"black",3,52,"male",0
10,"Iris",10,2,"red",3,42,"female",0
7,"Jeffery",10,3,"blue",3,53,"male",1
7,"Mary",11,5,"blue",2,41,"female",1
7,"Joseph",10,4,"white",2,42,"male",1
10,"Maria",10,2,"red",4,52,"female",0
12,"Millie",10,2,"red",7,51,"female",0
8,"Hector",10,4,"white",4,51,"male",1
14,"David",10,2,"brown",1,49,"male",0
13,"Eve",10,2,"black",7,43,"female",0
7,"Stephen",11,3,"white",3,46,"male",1
10,"Brett",11,2,"brown",5,44,"male",0
7,"Marie",9,5,"blue",7,48,"female",1
14,"Calvin",10,2,"brown",0,44,"male",0
11,"Judith",8,3,"brown",6,41,"female",1
12,"June",11,2,"brown",6,43,"female",0
11,"Cynthia",11,2,"red",3,41,"female",0
7,"Jay",8,4,"brown",7,43,"male",1
13,"Jack",11,2,"red",3,51,"male",0
11,"Brittany",10,4,"red",1,44,"female",1
9,"Rhonda",9,3,"green",5,45,"female",1
13,"Thomas",10,2,"brown",7,49,"male",0
12,"Jolene",10,2,"black",7,49,"female",0
11,"Richard",8,5,"green",4,51,"male",1
12,"Carmelita",11,2,"brown",5,50,"female",0
12,"Larry",11,2,"brown",7,46,"male",0
9,"Manuela",11,4,"blue",4,40,"female",1
12,"Joan",11,2,"black",0,53,"female",0
10,"Melody",11,2,"black",7,53,"female",0
8,"Anthony",11,3,"purple",5,48,"male",1
14,"Kimberly",11,2,"brown",1,44,"female",0
13,"Lester",10,2,"brown",5,41,"male",0
10,"Edna",10,3,"white",5,43,"female",1
10,"Ashley",10,3,"green",5,41,"female",1
10,"Angela",10,2,"brown",6,46,"female",0
11,"Bryce",10,2,"black",5,54,"male",0
8,"Michael",11,4,"brown",5,41,"male",1
7,"Robert",8,5,"grey",1,48,"male",1
10,"Jeannette",9,3,"brown",5,46,"female",1
8,"Naomi",9,5,"red",7,50,"female",1
12,"Jacqueline",11,2,"black",7,42,"female",0
8,"Bernice",9,3,"blue",2,44,"female",1
11,"Dana",11,2,"brown",1,49,"female",0
10,"Garry",11,4,"green",7,53,"male",1
10,"Clara",10,2,"brown",3,53,"female",0
8,"Walter",11,5,"grey",7,49,"male",1
14,"David",10,2,"black",3,48,"male",0
8,"Steven",10,3,"brown",2,44,"male",1
12,"Jesse",11,2,"brown",2,43,"male",0
12,"Frankie",10,2,"brown",0,47,"female",0
14,"Juan",11,2,"black",6,47,"male",0
13,"Richard",11,2,"brown",1,43,"male",0
13,"Lois",11,2,"red",4,52,"female",0
11,"Kenneth",10,2,"black",0,40,"male",0
14,"Karen",10,2,"red",5,53,"female",0
11,"Dexter",9,4,"blue",1,52,"male",1
13,"Carlos",11,2,"brown",6,46,"male",0
10,"Elisabeth",10,2,"brown",6,51,"female",0
13,"Roger",11,2,"brown",6,46,"male",0
14,"Helen",11,2,"red",2,40,"female",0
7,"Shelia",11,5,"brown",7,43,"female",1
10,"Sarah",11,2,"brown",2,52,"female",0
11,"Judith",10,2,"black",2,45,"female",0
11,"Antonio",10,2,"brown",5,49,"male",0
14,"Ann",10,2,"brown",0,44,"female",0
14,"Clarence",11,2,"red",4,41,"male",0
11,"Mona",10,4,"grey",4,45,"female",1
10,"Jay",10,3,"grey",5,45,"male",1
9,"Jerome",8,4,"purple",0,42,"male",1
7,"John",9,4,"brown",4,46,"male",1
11,"Martha",10,2,"red",7,45,"female",0
10,"Richard",10,2,"red",1,53,"male",0
10,"Raymond",10,2,"brown",7,47,"male",0
11,"Derrick",11,2,"black",4,43,"male",0
10,"Walter",11,3,"white",3,49,"male",1
13,"Monica",10,2,"black",3,50,"female",0
10,"Shirley",10,4,"grey",6,40,"female",1
10,"Stephen",10,2,"red",0,52,"male",0
7,"David",11,4,"purple",2,41,"male",1
11,"Jeff",9,3,"white",4,50,"male",1
7,"Peter",10,4,"white",6,42,"male",1
7,"Ann",11,3,"white",0,51,"female",1
7,"Bree",11,4,"grey",6,47,"female",1
10,"Willis",10,2,"black",5,47,"male",0
11,"Dixie",10,4,"red",0,47,"female",1
11,"Evelyn",10,2,"brown",5,46,"female",0
14,"Lisa",10,2,"red",6,53,"female",0
8,"Margaret",10,3,"brown",7,45,"female",1
8,"Israel",9,3,"green",5,43,"male",1
8,"Dawn",10,5,"brown",1,44,"female",1
9,"Aileen",8,4,"red",2,50,"female",1
11,"John",11,2,"red",5,42,"male",0
10,"Jeannette",10,2,"red",3,47,"female",0
7,"Misty",10,5,"blue",0,47,"female",1
11,"Dori",11,2,"red",2,45,"female",0
7,"Vance",8,5,"green",6,41,"male",1
12,"Carol",11,2,"brown",2,49,"female",0
8,"Judith",10,4,"blue",3,42,"female",1
13,"Anna",11,2,"brown",1,48,"female",0
14,"Tanya",11,2,"brown",1,46,"female",0
11,"Norma",11,2,"brown",4,49,"female",0
14,"Daisy",11,2,"brown",1,50,"female",0
11,"Angela",11,2,"black",7,41,"female",0
13,"Dianna",10,2,"black",2,40,"female",0
8,"Robert",10,5,"blue",4,41,"male",1
13,"Kevin",10,2,"brown",6,48,"male",0
9,"James",11,3,"red",0,46,"male",1
12,"Bethany",11,2,"brown",0,43,"female",0
13,"Natalie",11,2,"black",4,40,"female",0
12,"Paul",11,2,"red",4,47,"male",0
7,"Mary",10,3,"green",3,54,"female",1
9,"Mark",8,4,"white",1,45,"female",1
12,"Mary",11,2,"black",4,42,"female",0
12,"Judy",11,2,"brown",1,49,"female",0
10,"Wanda",9,3,"purple",0,43,"female",1
10,"Deanna",10,2,"red",5,47,"female",0
10,"Sallie",9,5,"red",7,53,"female",1
10,"David",10,5,"blue",2,53,"male",1
13,"James",10,2,"brown",1,53,"male",0
10,"Trinh",9,4,"blue",1,45,"female",1
12,"Isabel",11,2,"red",7,50,"female",0
10,"Sandra",9,3,"red",2,48,"female",1
11,"Diane",10,2,"brown",5,43,"female",0
9,"Mark",9,4,"brown",1,49,"male",1
13,"Stuart",10,2,"black",1,41,"male",0
10,"Darlene",11,2,"black",7,49,"female",0
13,"Charles",10,2,"black",3,47,"male",0
11,"Crystal",8,3,"red",6,54,"female",1
11,"Lois",11,2,"brown",4,50,"female",0
13,"Bobby",10,2,"brown",3,51,"male",0
11,"Steven",11,2,"brown",2,50,"male",0
13,"Sandy",11,2,"red",4,43,"female",0
9,"Lela",9,3,"brown",4,48,"female",1
12,"Jean",10,2,"red",0,50,"female",0
13,"Buddy",11,2,"black",6,46,"male",0
14,"Joseph",11,2,"black",0,50,"male",0
10,"Michael",8,3,"brown",1,44,"male",1
10,"Albert",10,2,"red",5,42,"male",0
12,"Paul",11,2,"black",3,44,"male",0
11,"Jon",8,5,"red",0,54,"male",1
10,"Julie",10,2,"brown",0,44,"female",0
9,"Eric",8,4,"brown",0,41,"male",1
13,"Richard",10,2,"black",1,49,"male",0
7,"Carlos",9,4,"white",2,48,"male",1
10,"Michael",11,2,"black",7,46,"male",0
11,"Gregorio",10,2,"black",6,45,"male",0
13,"Anna",11,2,"red",7,47,"female",0
10,"Frank",10,5,"brown",7,52,"male",1
12,"Delia",10,2,"black",5,53,"female",0
13,"John",10,2,"black",1,44,"male",0
10,"Beth",11,2,"black",4,46,"female",0
14,"Son",11,2,"brown",4,40,"male",0
10,"Lisa",10,2,"red",5,48,"female",0
10,"Linda",11,3,"grey",5,51,"female",1
11,"Lawrence",8,4,"blue",0,43,"male",1
13,"Elizabeth",11,2,"red",6,42,"female",0
11,"Lawrence",10,2,"brown",6,48,"male",0
8,"Virginia",11,3,"red",3,53,"female",1
9,"Charles",10,5,"red",3,44,"male",1
10,"Deborah",9,3,"green",3,53,"female",1
14,"Douglas",11,2,"red",0,42,"male",0
12,"Andrew",11,2,"black",7,47,"male",0
9,"Janet",11,4,"brown",4,41,"female",1
11,"Deborah",8,4,"purple",7,43,"female",1
8,"Lori",11,3,"blue",3,49,"female",1
10,"Bennie",10,2,"brown",7,48,"female",0
14,"Cesar",11,2,"black",2,44,"male",0
10,"Wayne",8,3,"red",7,49,"male",1
10,"Susan",9,3,"grey",3,52,"female",1
11,"William",10,2,"black",7,45,"male",0
11,"Sook",8,5,"blue",6,52,"female",1
12,"Ana",10,2,"red",3,40,"female",0
10,"Micheal",10,2,"black",4,40,"male",0
7,"James",8,4,"white",1,45,"male",1
8,"Helen",8,3,"red",3,54,"female",1
10,"Robert",10,2,"brown",7,51,"male",0
9,"Pauline",8,3,"green",7,54,"female",1
12,"Ben",11,2,"black",0,41,"male",0
14,"Eva",10,2,"black",6,54,"female",0
12,"Charles",11,2,"black",3,40,"male",0
10,"Brenda",11,2,"red",6,54,"female",0
8,"Walter",10,5,"blue",6,40,"male",1
12,"Cherish",10,2,"black",7,52,"female",0
10,"Alvin",11,2,"brown",4,44,"male",0
8,"Mark",11,3,"brown",2,46,"male",1
12,"Amber",10,2,"black",0,51,"female",0
11,"Cathy",8,4,"purple",0,54,"female",1
11,"Karen",11,2,"brown",3,47,"female",0
8,"Mary",8,5,"purple",1,41,"female",1
13,"Edward",10,2,"brown",5,41,"male",0
14,"Terry",10,2,"red",2,46,"male",0
9,"George",11,3,"white",6,54,"male",1
10,"Lorna",10,2,"black",0,48,"female",0
10,"Mary",10,2,"red",4,48,"female",0
13,"Dorothy",10,2,"black",6,41,"female",0
10,"Charles",9,4,"green",4,46,"male",1
12,"Cindy",10,2,"brown",1,45,"female",0
14,"Cruz",11,2,"red",5,40,"male",0
7,"Miguel",10,4,"red",6,52,"male",1
13,"Robin",10,2,"red",5,48,"female",0
7,"Jill",11,4,"white",1,40,"female",1
11,"Amy",11,2,"brown",2,45,"female",0
8,"Betty",11,4,"white",0,41,"female",1
11,"Anthony",10,5,"purple",6,48,"male",1
10,"Mary",10,2,"brown",3,49,"female",0
8,"Diana",8,5,"brown",7,51,"female",1
14,"Gary",10,2,"red",0,40,"male",0
11,"Preston",10,2,"brown",0,48,"male",0
12,"Tasha",10,2,"black",2,48,"female",0
10,"Linda",9,5,"grey",0,42,"female",1
14,"Dortha",11,2,"black",4,54,"female",0
11,"Julie",11,3,"purple",6,46,"female",1
7,"Billy",9,5,"red",1,43,"male",1
7,"Karen",8,4,"grey",5,52,"female",1
11,"Stephanie",8,4,"red",6,49,"female",1
8,"Donald",8,4,"grey",0,45,"male",1
7,"David",10,5,"brown",0,49,"male",1
10,"Florence",10,2,"black",6,44,"female",0
9,"Michael",9,3,"brown",2,49,"male",1
7,"Elizabeth",10,3,"red",3,41,"female",1
10,"Marion",10,4,"blue",5,51,"female",1
10,"Elsie",11,5,"red",0,40,"female",1
9,"Thomas",10,3,"red",5,43,"male",1
14,"Marilynn",10,2,"brown",6,49,"female",0
11,"Cynthia",10,2,"red",0,52,"female",0
10,"Alice",8,3,"blue",2,50,"female",1
9,"Nancy",8,5,"white",7,41,"female",1
11,"Kay",10,2,"red",2,43,"female",0
11,"Mary",10,2,"black",0,43,"female",0
7,"Mary",9,3,"green",4,54,"female",1
11,"Richard",10,2,"black",3,47,"male",0
9,"Barbara",8,4,"red",6,46,"female",1
11,"Tyler",11,2,"black",6,46,"male",0
13,"Charles",10,2,"red",0,51,"male",0
7,"Erica",10,4,"brown",5,50,"female",1
12,"Terry",10,2,"red",4,43,"female",0
11,"Christopher",9,3,"purple",7,42,"male",1
11,"Parker",11,2,"brown",3,50,"male",0
11,"Kevin",9,3,"green",7,40,"male",1
11,"Frederica",11,4,"blue",5,41,"female",1
10,"Patrick",9,4,"purple",1,51,"male",1
13,"Carl",10,2,"red",3,44,"male",0
9,"William",10,3,"white",7,53,"male",1
7,"Elizabeth",11,3,"purple",1,51,"female",1
12,"Charles",10,2,"brown",6,52,"male",0
8,"Ricky",10,3,"purple",7,41,"male",1
8,"Suzanne",11,5,"purple",7,51,"female",1
14,"Bryan",10,2,"brown",1,54,"male",0
11,"David",8,3,"purple",3,53,"male",1
9,"Christine",9,5,"red",2,52,"female",1
7,"Estella",8,4,"green",3,50,"female",1
10,"Brian",10,2,"red",1,41,"male",0
10,"Johnette",10,3,"green",7,40,"female",1
14,"Karie",11,2,"black",5,42,"female",0
7,"Roger",10,5,"grey",4,53,"male",1
10,"Raymond",10,2,"black",5,54,"male",0
11,"David",10,2,"black",2,54,"male",0
14,"Vera",11,2,"black",0,50,"female",0
9,"Wilmer",11,3,"red",3,49,"male",1
10,"Bryan",11,3,"brown",5,43,"male",1
14,"Edward",10,2,"brown",6,46,"male",0
13,"Kathleen",10,2,"black",2,47,"female",0
10,"Erin",10,3,"grey",3,41,"female",1
12,"Danielle",11,2,"brown",2,47,"female",0
10,"Paul",10,2,"brown",3,50,"male",0
7,"Mary",10,3,"green",1,40,"female",1
12,"Mildred",10,2,"black",4,43,"female",0
12,"Stephen",10,2,"red",3,50,"male",0
12,"Richard",10,2,"brown",1,42,"male",0
12,"Jason",11,2,"black",0,40,"male",0
13,"Marylin",10,2,"red",2,52,"female",0
11,"Warren",11,2,"red",4,40,"male",0
13,"Anglea",10,2,"black",0,53,"female",0
7,"William",8,4,"white",2,40,"male",1
9,"James",9,5,"blue",4,40,"male",1
10,"Angelica",10,2,"brown",6,53,"female",0
8,"Julie",9,4,"purple",7,41,"female",1
7,"Bonnie",9,5,"brown",7,48,"female",1
8,"Brandi",9,3,"white",4,49,"female",1
8,"Marlyn",9,5,"brown",3,45,"female",1
10,"Richard",10,2,"red",4,46,"male",0
8,"Mary",10,3,"brown",4,52,"female",1
14,"Cherie",10,2,"black",1,42,"female",0
8,"Nicole",8,5,"red",7,54,"female",1
7,"Charles",9,4,"blue",2,50,"male",1
11,"Clayton",11,3,"purple",6,44,"male",1
12,"Joe",11,2,"black",2,54,"male",0
14,"Jennifer",10,2,"brown",7,47,"female",0
13,"Carol",11,2,"black",6,49,"female",0
13,"David",11,2,"brown",2,53,"male",0
10,"James",11,2,"red",2,41,"male",0
10,"Rosa",10,2,"black",7,43,"female",0
9,"Edna",9,4,"red",4,41,"female",1
11,"Juanita",9,5,"red",2,41,"female",1
10,"Ruth",11,2,"brown",0,43,"female",0
7,"Esther",9,3,"purple",6,53,"female",1
10,"Micheal",11,2,"black",0,46,"male",0
10,"Susan",10,2,"red",5,44,"female",0
10,"Gloria",11,2,"black",0,40,"female",0
7,"Daniel",10,4,"green",4,43,"male",1
7,"Eugenia",11,4,"grey",4,50,"female",1
11,"Julia",10,2,"black",7,41,"female",0
7,"Viola",9,3,"green",2,54,"female",1
7,"Abraham",10,4,"red",3,49,"male",1
11,"Thomas",10,2,"black",7,49,"male",0
10,"Christopher",11,4,"purple",2,45,"male",1
11,"Pedro",11,2,"red",7,47,"male",0
12,"Vicky",10,2,"red",3,54,"female",0
11,"Cornelia",11,2,"brown",3,54,"female",0
9,"Edward",10,3,"white",1,47,"male",1
14,"Carl",11,2,"red",4,53,"male",0
10,"Hyman",10,5,"brown",5,50,"male",1
11,"Shirley",9,4,"purple",0,42,"female",1
11,"Maria",11,2,"red",4,43,"female",0
12,"James",11,2,"black",3,49,"male",0
10,"Paul",10,2,"brown",2,47,"male",0
10,"Jose",10,2,"red",3,47,"male",0
10,"Anne",9,5,"purple",0,54,"female",1
11,"Earl",11,3,"grey",3,53,"male",1
14,"John",11,2,"red",6,48,"male",0
7,"Charlotte",9,4,"green",7,42,"female",1
13,"Joseph",10,2,"black",7,42,"male",0
12,"Samuel",10,2,"brown",2,48,"male",0
11,"John",10,5,"white",4,42,"male",1
10,"Cindy",10,2,"black",2,51,"female",0
14,"Steven",11,2,"red",0,52,"male",0
10,"Harry",10,2,"black",3,52,"male",0
13,"Kathryn",11,2,"red",4,40,"female",0
10,"Sean",8,3,"white",2,50,"male",1
10,"Dorothy",10,5,"grey",7,49,"female",1
9,"Rebecca",11,4,"blue",1,49,"female",1
11,"Carroll",11,2,"red",0,52,"male",0
9,"Lawrence",11,3,"green",7,48,"male",1
9,"Tom",11,4,"purple",7,44,"male",1
10,"Katrina",8,3,"grey",7,53,"female",1
8,"Mitchell",11,4,"grey",5,41,"female",1
13,"Sean",10,2,"black",0,52,"male",0
14,"Meghan",11,2,"brown",4,51,"female",0
13,"Manuel",10,2,"brown",3,42,"male",0
9,"Traci",11,4,"purple",1,48,"female",1
8,"Kevin",9,5,"grey",6,51,"male",1
11,"Judy",9,5,"grey",7,45,"female",1
7,"Jennifer",10,4,"grey",3,40,"female",1
11,"Robert",10,2,"black",3,40,"male",0
12,"Mavis",11,2,"brown",1,44,"female",0
10,"George",11,4,"purple",1,49,"male",1
14,"Virginia",10,2,"brown",6,44,"female",0
9,"Henry",9,5,"purple",1,41,"male",1
14,"Paul",11,2,"black",2,43,"male",0
11,"Thomas",10,3,"red",5,41,"male",1
7,"Christina",10,5,"brown",1,46,"female",1
12,"Josef",11,2,"black",7,47,"male",0
8,"Wallace",11,5,"blue",7,49,"male",1
13,"Robert",10,2,"brown",6,46,"male",0
11,"Tommie",11,4,"purple",3,48,"male",1
10,"Rhonda",10,2,"red",7,50,"female",0
9,"Jose",8,3,"blue",1,44,"male",1
12,"Donna",10,2,"black",1,50,"female",0
9,"Scotty",10,3,"white",4,46,"male",1
14,"Renee",11,2,"red",0,44,"female",0
10,"Richard",11,2,"black",3,52,"male",0
7,"Yolanda",11,3,"grey",5,49,"female",1
12,"Brenda",10,2,"brown",3,40,"female",0
12,"Flossie",10,2,"black",0,44,"female",0
13,"Natasha",11,2,"brown",0,44,"female",0
12,"Michael",10,2,"red",6,46,"male",0
9,"Armando",9,4,"red",7,52,"male",1
10,"William",10,2,"black",3,49,"male",0
9,"Juanita",8,4,"purple",7,41,"female",1
10,"Donald",8,4,"purple",4,49,"male",1
12,"Barbara",11,2,"black",6,45,"female",0
13,"Antonia",11,2,"red",4,53,"female",0
11,"Kenneth",10,2,"brown",2,40,"male",0
11,"Donna",9,4,"green",0,50,"female",1
8,"Sheryl",10,3,"white",5,53,"female",1
11,"Bradley",11,2,"black",6,43,"male",0
10,"Ruby",11,2,"brown",0,43,"female",0
12,"Jesse",11,2,"black",1,52,"male",0
9,"Elane",9,4,"brown",4,48,"female",1
12,"Wayne",10,2,"red",6,46,"male",0
11,"Sheila",10,2,"red",4,48,"female",0
7,"Henrietta",9,4,"red",2,54,"female",1
10,"Jason",8,4,"purple",3,46,"male",1
7,"Patricia",10,4,"purple",1,46,"female",1
8,"Mary",10,4,"purple",2,53,"female",1
10,"Barbara",10,2,"black",4,42,"female",0
10,"Robin",11,2,"brown",7,48,"female",0
10,"Norbert",10,2,"brown",4,47,"male",0
10,"Patricia",11,2,"red",7,47,"female",0
11,"Joyce",11,2,"red",3,45,"female",0
8,"David",11,4,"blue",0,42,"male",1
11,"Isaac",8,4,"green",3,54,"male",1
9,"Maria",8,4,"blue",5,42,"female",1
11,"Kristie",9,4,"purple",7,41,"female",1
9,"John",11,3,"blue",1,42,"male",1
9,"James",8,5,"brown",6,42,"male",1
8,"Vanessa",9,5,"red",2,41,"female",1
13,"Randall",10,2,"black",6,52,"male",0
10,"Gladys",10,2,"brown",6,44,"female",0
7,"Enrique",8,5,"white",0,53,"male",1
9,"Adam",8,5,"brown",3,40,"male",1
9,"John",11,4,"white",5,46,"male",1
10,"Ernie",11,2,"brown",3,49,"male",0
12,"Lindsey",10,2,"brown",6,48,"female",0
12,"Andrea",10,2,"red",5,44,"female",0
8,"Jenny",11,5,"brown",2,51,"female",1
14,"Kenneth",11,2,"black",4,45,"male",0
11,"Miguel",8,3,"white",0,45,"male",1
7,"Lisa",8,5,"grey",7,41,"female",1
11,"Adrian",10,5,"brown",5,48,"male",1
8,"Timothy",10,4,"brown",2,42,"male",1
11,"Jose",11,2,"red",6,54,"male",0
13,"Whitley",11,2,"black",7,52,"female",0
10,"Jimmie",11,2,"red",7,49,"male",0
10,"Mary",11,3,"green",3,51,"female",1
12,"James",11,2,"brown",0,54,"male",0
9,"Walter",11,5,"grey",5,53,"male",1
12,"Peter",11,2,"red",4,47,"male",0
12,"Della",10,2,"black",0,47,"female",0
8,"Kris",9,3,"blue",6,43,"male",1
11,"John",10,2,"black",7,54,"male",0
12,"Keith",10,2,"black",5,44,"male",0
8,"Kevin",10,5,"brown",3,53,"male",1
9,"David",10,5,"grey",2,53,"male",1
11,"Lindsey",10,2,"red",0,50,"female",0
10,"Joyce",11,4,"white",3,44,"female",1
9,"Marjorie",8,5,"blue",2,47,"female",1
11,"Michele",10,3,"grey",1,51,"female",1
7,"Georgiana",9,3,"red",1,49,"female",1
8,"Robert",10,4,"red",5,48,"male",1
10,"Patrick",10,2,"red",2,42,"male",0
9,"Robin",11,3,"purple",3,40,"female",1
8,"Pearl",9,4,"green",0,47,"female",1
14,"Howard",11,2,"black",3,47,"male",0
10,"Daryl",10,5,"purple",3,50,"male",1
7,"Thomas",9,3,"purple",2,52,"male",1
10,"Scott",10,2,"black",2,46,"male",0
10,"Beverly",10,5,"blue",0,40,"female",1
8,"Ruth",11,3,"red",5,43,"female",1
8,"Margaret",8,3,"grey",1,43,"female",1
13,"Donna",10,2,"red",7,49,"female",0
12,"Kathleen",10,2,"red",4,48,"female",0
9,"Travis",9,5,"purple",4,54,"male",1
8,"Paula",8,4,"green",0,43,"female",1
10,"James",10,2,"red",3,50,"male",0
12,"Sarah",10,2,"black",6,44,"female",0
10,"Jerry",11,4,"red",3,45,"male",1
9,"Russell",10,5,"blue",2,48,"male",1
10,"Yvette",10,2,"black",6,53,"female",0
14,"Robert",10,2,"brown",2,45,"male",0
9,"Nancy",9,3,"red",6,50,"female",1
